sku,nombre,marca,costo,categoria,URL de la Imagen
CI1OG,Enchufe Macho Volante 2 Polos 10 A 250 V Negro,Lexo,31.2728,Electricidad,https://construmartcl.vtexassets.com/arquivos/ids/207850-300-300?v=638289241392630000&width=300&height=300&aspect=true
UTTBI,Pilas Alcalinas AAA 10 un,Erboc,28.0683,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/191824-300-300?v=638180554242700000&width=300&height=300&aspect=true
8LKYP,Enchufe Industrial Hembra Sobrepuesta IP44 2 P + T 16 A 220 V Azul,Kersting,30.2159,Electricidad,https://construmartcl.vtexassets.com/arquivos/ids/207846-300-300?v=638289241306430000&width=300&height=300&aspect=true
MJI5V,Conector Bronce Para Barra Toma Tierra 13 mm,Lexo,19.5884,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/207834-300-300?v=638289240926200000&width=300&height=300&aspect=true
0HZR1,Adaptador Multinorma 2 P + T 10 A Gris,Rema,51.7816,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/202621-300-300?v=638252117889570000&width=300&height=300&aspect=true
464YO,Remarcador Monofásico Certificado Calibre 10 50 A 220 V,Ebasee,50.4959,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/205235-300-300?v=638271320606400000&width=300&height=300&aspect=true
KZPLP,Placa Con Soporte 1 Módulo Plástico New-Génesis Blanco,Schneider Electric,41.6442,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/169490-300-300?v=637661399130270000&width=300&height=300&aspect=true
VUQ9B,Curva 90° PVC Conduit Cementar 50 mm,Hoffens,39.8164,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/202650-300-300?v=638252118470100000&width=300&height=300&aspect=true
74PCB,Cinta Aisladora PVC Standard 19 mm 20 m Negro,Lexo,8.3941,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/202007-300-300?v=638246804563400000&width=300&height=300&aspect=true
5NQMX,Portalámpara Baquelita E27 Blanco,Schneider Electric,45.5286,Electricidad,https://construmartcl.vtexassets.com/arquivos/ids/207267-300-300?v=638289223111170000&width=300&height=300&aspect=true
BRWB0,Regleta De Conexión 6 mm 2 un Negro,Mec,11.9119,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/202044-300-300?v=638246805531430000&width=300&height=300&aspect=true
E9NLD,Placa Armada Enchufe Doble 10 A + 10/16 A 250 V Blanco,Lexo,37.5141,Electricidad,https://construmartcl.vtexassets.com/arquivos/ids/207854-300-300?v=638289241598730000&width=300&height=300&aspect=true
M91EU,Regleta De Conexión 4 mm 2 un Transparente,Mec,41.2269,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/202041-300-300?v=638246805431900000&width=300&height=300&aspect=true
RLZIR,Timer Diario MS-T24X2 House Safe 2 un,Macrotel,55.0706,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/207432-300-300?v=638289229247870000&width=300&height=300&aspect=true
1KIS6,Curva 90° Metálica Para Tubo 20 mm,Lexo,15.262,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/207843-300-300?v=638289241210400000&width=300&height=300&aspect=true
ZU8S5,Cautín Eléctrico 30 W,Macrotel,17.1145,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/203186-300-300?v=638258112476770000&width=300&height=300&aspect=true
44KR5,Placa Armada Interruptor 9/12 + Enchufe 10 A 250 V Blanco,Lexo,62.5729,Electricidad,https://construmartcl.vtexassets.com/arquivos/ids/207853-300-300?v=638289241433800000&width=300&height=300&aspect=true
YD7I3,Adaptador Triple 2 P + T 10 A 250 V Blanco,Lexo,61.1195,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/207832-300-300?v=638289240854900000&width=300&height=300&aspect=true
1HSH2,Caja Chuqui Metálica Pregalvanizada Plateado,Schneider Electric,54.1424,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/201574-300-300?v=638246228580430000&width=300&height=300&aspect=true
9XHPP,Contenedor IP55 Toma Corriente Doble 10/16 A 250 V Blanco,Lexo,12.9766,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/207838-300-300?v=638289241045600000&width=300&height=300&aspect=true
QHD6B,Caja Empalme Metálica Americana 20 x 43 x 15 cm Gris,Saime,58.3609,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/208639-300-300?v=638295410463300000&width=300&height=300&aspect=true
KVJ26,Interruptor Diferencial 30mA 2 Polos 25 A Blanco,Legrand,61.3613,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/202187-300-300?v=638246826413800000&width=300&height=300&aspect=true
66HQI,Placa Armada Enchufe Doble 10 A + USB 1 A Génesis Blanco,Schneider Electric,27.8655,Electricidad,https://construmartcl.vtexassets.com/arquivos/ids/202231-300-300?v=638246827155030000&width=300&height=300&aspect=true
PHEW1,Tablero Embutido Metálico 18 Módulos,Saime,58.2933,Maderas y Tableros,https://construmartcl.vtexassets.com/arquivos/ids/205563-300-300?v=638272009564600000&width=300&height=300&aspect=true
ZX8EJ,Enchufe Hembra Volante 2 P + T 10 A 250 V Negro,Lexo,26.7995,Electricidad,https://construmartcl.vtexassets.com/arquivos/ids/207847-300-300?v=638289241347130000&width=300&height=300&aspect=true
DUISL,Adaptador Schuko 2 P + T 10 A Blanco,Macrotel,54.5389,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/208177-300-300?v=638289248476500000&width=300&height=300&aspect=true
3086J,Placa Ciega Plástica Lien Génesis Blanco,Schneider Electric,13.793,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/208275-300-300?v=638289250471830000&width=300&height=300&aspect=true
3U2KI,Calota Plástica 1 Interruptor Riel Din,Mec,54.2243,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/208263-300-300?v=638289250267500000&width=300&height=300&aspect=true
7ZS85,Calota Sobrepuesta Plástica Riel Din Series 4000 3 Módulos Blanco,Saime,26.2613,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/205230-300-300?v=638271320542900000&width=300&height=300&aspect=true
ZD5HJ,Copla Tubo Metálico Rígido 20 mm,Lexo,12.5632,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/207840-300-300?v=638289241118900000&width=300&height=300&aspect=true
06YD2,Adaptador Triple 2 P + T 10 A 250 V Negro,Lexo,39.8463,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/207833-300-300?v=638289240893670000&width=300&height=300&aspect=true
U457G,Placa Armada Enchufe Triple 10 A Nóbile Perla,Bticino,22.2183,Electricidad,https://construmartcl.vtexassets.com/arquivos/ids/202365-300-300?v=638246829722900000&width=300&height=300&aspect=true
Z5OKF,Curva Externa Para Canaleta 20 x 10 mm 2 un,Lexo,48.7812,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/208005-300-300?v=638289245387800000&width=300&height=300&aspect=true
O9FSA,Caja De Distribución Sobrepuesta Cuadrada 66 x 66x 32 mm Blanco,Schneider Electric,28.4011,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/201536-300-300?v=638246227974370000&width=300&height=300&aspect=true
40SUE,Placa Armada Interruptor Doble 10 A Miluz Grafito,Schneider Electric,53.4755,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/208269-300-300?v=638289250370200000&width=300&height=300&aspect=true
NYAST,Interruptor Para Lámpara 6 A Marfil,Rema,55.5399,Electricidad,https://construmartcl.vtexassets.com/arquivos/ids/207881-300-300?v=638289242719070000&width=300&height=300&aspect=true
TTDTK,Terminal De Compresión Tipo Punta 10/12 AWG,Kersting,25.0133,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/207873-300-300?v=638289242389170000&width=300&height=300&aspect=true
SJLPE,Contenedor IP55 Interruptor Simple 9/12 10 A 250 V Blanco,Lexo,53.4378,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/207837-300-300?v=638289241008430000&width=300&height=300&aspect=true
PUOVV,Contenedor IP55 Interruptor Simple 9/12 + Toma Corriente 10 A 250 V Blanco,Lexo,63.4478,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/207836-300-300?v=638289240970230000&width=300&height=300&aspect=true
XB43Q,Adaptador Industrial 2 P + T 16 A 250 V Blanco Y Azul,Kersting,8.131499999999999,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/211074-300-300?v=638451557887230000&width=300&height=300&aspect=true
FLJ0I,Placa Armada Enchufe Doble 10 A Miluz Grafito,Schneider Electric,64.0913,Electricidad,https://construmartcl.vtexassets.com/arquivos/ids/205552-300-300?v=638272009372300000&width=300&height=300&aspect=true
GT817,Medidor Eléctrico Monofásico Calibre 10 50 A,Kersting,8.9934,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/202427-300-300?v=638246831162730000&width=300&height=300&aspect=true
EKTTU,Contenedor IP55 Toma Corriente Doble 10+16 A 250 V Blanco,Lexo,16.6374,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/207839-300-300?v=638289241086970000&width=300&height=300&aspect=true
KBS2D,Placa Armada Enchufe Simple 10/16 A Lúzica Blanco,Bticino,19.9641,Electricidad,https://construmartcl.vtexassets.com/arquivos/ids/202362-300-300?v=638246829672530000&width=300&height=300&aspect=true
N9M7S,Abrazadera Metálica 2 Patas 16 mm 20 un Plata,Mec,63.4881,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/202011-300-300?v=638246804692430000&width=300&height=300&aspect=true
G5OPJ,Tablero Sobreponer Plástico 5 Módulos Blanco,Saime,29.4775,Maderas y Tableros,https://construmartcl.vtexassets.com/arquivos/ids/205237-300-300?v=638271320636800000&width=300&height=300&aspect=true
ZBB9A,Tubo PVC Conduit Categoría IV Cementar 20 mm 6 m,Hoffens,45.5975,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/201582-300-300?v=638246228803670000&width=300&height=300&aspect=true
9I5MP,Placa Armada Interruptor 9/12 Simple 10 A Nóbile Blanco Perla,Bticino,42.0381,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/202112-300-300?v=638246824730070000&width=300&height=300&aspect=true
A22LP,Adaptador Triple 2 P + T 10 A Gris,Bticino,62.8524,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/202332-300-300?v=638246829122830000&width=300&height=300&aspect=true
1VOP8,Tubo PVC Conduit Categoría II Cementar 40 mm 3 m,Hoffens,31.3898,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/201586-300-300?v=638246228911430000&width=300&height=300&aspect=true
FA3K9,Cable De Red Patch Cord 15 m Gris,Macrotel,16.0524,Electricidad,https://construmartcl.vtexassets.com/arquivos/ids/201927-300-300?v=638246771294000000&width=300&height=300&aspect=true
Z5B0C,Grampa Cable Coaxial RG59 6 mm 25 un Blanco,Mec,18.1207,Electricidad,https://construmartcl.vtexassets.com/arquivos/ids/202024-300-300?v=638246805020500000&width=300&height=300&aspect=true
X3LR3,Placa Armada Interruptor 9/15 Doble 10 A Modus Plus Blanco,Bticino,11.2294,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/202123-300-300?v=638246824993070000&width=300&height=300&aspect=true
SH6GW,Placa Armada Interruptor 9/15 Doble 10 A Nóbile Blanco Perla,Bticino,27.0712,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/202190-300-300?v=638246826504870000&width=300&height=300&aspect=true
9JPOF,Enchufe Macho Volante 2 P + T 16 A 220 V Negro,Fanton,13.4069,Electricidad,https://construmartcl.vtexassets.com/arquivos/ids/202091-300-300?v=638246824359800000&width=300&height=300&aspect=true
YO62T,Tubo PVC Conduit Categoría III Cementar 25 mm 6 m,Hoffens,23.8108,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/201584-300-300?v=638246228857830000&width=300&height=300&aspect=true
NYMT4,Placa Armada Enchufe Simple 10/16 A Miluz Grafito,Schneider Electric,39.8424,Electricidad,https://construmartcl.vtexassets.com/arquivos/ids/205540-300-300?v=638272009132700000&width=300&height=300&aspect=true
HSGC1,Placa Armada Pulsador simple 16 A Miluz Grafito,Schneider Electric,59.3879,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/205550-300-300?v=638272009335000000&width=300&height=300&aspect=true
ZCJJQ,Cámara Panorámica Pingüino PE206 360° HD,Safecom,46.4815,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/203178-300-300?v=638258112400700000&width=300&height=300&aspect=true
491JX,Portalámpara Plástico Con Borne Tornillo E27 Blanco,Bticino,38.5788,Ferretería,https://construmartcl.vtexassets.com/arquivos/ids/202281-300-300?v=638246827933270000&width=300&height=300&aspect=true
XYIVJ,Tablero Sobreponer Plástico 8 Módulos,Saime,60.0964,Maderas y Tableros,https://construmartcl.vtexassets.com/arquivos/ids/203203-300-300?v=638258112695200000&width=300&height=300&aspect=true
UKYCL,Placa Armada Interruptor 9/12 + Enchufe 10 A Miluz Grafito,Schneider Electric,30.0352,Electricidad,https://construmartcl.vtexassets.com/arquivos/ids/205548-300-300?v=638272009297500000&width=300&height=300&aspect=true
HT5NF,Gabinete Metálico 1 Puerta 250 x 200 x 150 mm,Kersting,53.4573,Puertas y Ventanas,https://construmartcl.vtexassets.com/arquivos/ids/201616-300-300?v=638246229625500000&width=300&height=300&aspect=true
ZYXRS,Placa Armada Enchufe Simple 10 A Miluz Grafito,Schneider Electric,20.1656,Electricidad,https://construmartcl.vtexassets.com/arquivos/ids/205542-300-300?v=638272009172000000&width=300&height=300&aspect=true
YPVGD,Placa Armada Enchufe Triple 10 A Nóbile Terra,Bticino,39.754,Electricidad,https://construmartcl.vtexassets.com/arquivos/ids/202370-300-300?v=638246829777830000&width=300&height=300&aspect=true
4PH59,Cable THHN 14 AWG 100 m Rojo,Cocesa,27.1596,Electricidad,https://construmartcl.vtexassets.com/arquivos/ids/201956-300-300?v=638246790494700000&width=300&height=300&aspect=true
I5WD3,Kit Portero Plástico Citófono + Altavoz Kocom,Kocom,37.1111,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/209212-300-300?v=638342756465800000&width=300&height=300&aspect=true
0XKCS,Cinta Aisladora PVC Standard 19 mm 5 m Negro,Lexo,43.6345,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/202006-300-300?v=638246804536670000&width=300&height=300&aspect=true
WYCMS,Placa Armada Interruptor 9/24 Simple 10 A Lúzica Blanco,Bticino,37.3906,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/202142-300-300?v=638246825407930000&width=300&height=300&aspect=true
OO7DN,Interruptor Automático Easy9 C 1 Polo 6 kA 16 A Blanco,Schneider Electric,48.477,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/202174-300-300?v=638246826183430000&width=300&height=300&aspect=true
F1E8D,Cinta Aisladora Goma Autofundente Con Liner 19 mm 3 m Negro,3M,57.8461,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/202003-300-300?v=638246804468700000&width=300&height=300&aspect=true
X4V0Y,Caja Chuqui PVC 3 Módulos Libre De Halógenos Blanco,Legrand,48.5953,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/201530-300-300?v=638246227864570000&width=300&height=300&aspect=true
WV875,Placa Armada Interruptor 9/24 Simple 10 A Nóbile Blanco Perla,Bticino,12.7946,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/202132-300-300?v=638246825296900000&width=300&height=300&aspect=true
MIVCB,Cable Coaxial Terminal F Macho 15 m Blanco,Macrotel,64.8271,Electricidad,https://construmartcl.vtexassets.com/arquivos/ids/201923-300-300?v=638246771217770000&width=300&height=300&aspect=true
ZT64G,Interruptor Automático Easy9 C 1 Polo 6 kA 10 A Blanco,Schneider Electric,6.8432,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/202172-300-300?v=638246826148600000&width=300&height=300&aspect=true
5UC1A,Placa Armada Enchufe Simple 10 A Magic Aluminio,Bticino,64.0432,Electricidad,https://construmartcl.vtexassets.com/arquivos/ids/203519-300-300?v=638261428473370000&width=300&height=300&aspect=true
JEK8I,Antena Telescópica Con Base Rabbit,Macrotel,22.2196,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/203172-300-300?v=638258112308430000&width=300&height=300&aspect=true
BWS3Q,Tablero Sobreponer Plástico 12 Módulos,Saime,46.2631,Maderas y Tableros,https://construmartcl.vtexassets.com/arquivos/ids/203199-300-300?v=638258112660200000&width=300&height=300&aspect=true
H595J,Cinta Pasacable Hobbista 20 m,Kalop,18.5731,Electricidad,https://construmartcl.vtexassets.com/arquivos/ids/202483-300-300?v=638246865662200000&width=300&height=300&aspect=true
ZDBGS,Placa Armada Interruptor 9/32 Triple 10 A Nóbile Blanco Perla,Bticino,36.7536,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/202218-300-300?v=638246826969200000&width=300&height=300&aspect=true
P49W0,Placa Armada Enchufe Triple 10 A Magic Aluminio,Bticino,30.2718,Electricidad,https://construmartcl.vtexassets.com/arquivos/ids/203539-300-300?v=638261428724800000&width=300&height=300&aspect=true
5L9RS,Tablero Eléctrico Plástico Sobreponer LWDS 24 Polos,Kersting,8.1471,Maderas y Tableros,https://construmartcl.vtexassets.com/arquivos/ids/202479-300-300?v=638246833053400000&width=300&height=300&aspect=true
3F953,Casquete Enchufe Doble Con Protección 2 Módulos Blanco,Schneider Electric,39.0078,Electricidad,https://construmartcl.vtexassets.com/arquivos/ids/212896-300-300?v=638508074901830000&width=300&height=300&aspect=true
VJ74R,Enchufe Macho Volante 2 P + T 16 A Gris,Bticino,10.9551,Electricidad,https://construmartcl.vtexassets.com/arquivos/ids/202314-300-300?v=638246828701730000&width=300&height=300&aspect=true
MX7HL,Caja Empalme Metálica Americana Reducida 20 x 43 x 15 cm Gris,Saime,37.3555,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/203176-300-300?v=638258112370370000&width=300&height=300&aspect=true
POY5P,Interruptor Automático EBS3B-63 C 1 Polo + N 10 kA 32 A Blanco,Lexo,61.0324,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/202419-300-300?v=638246830874670000&width=300&height=300&aspect=true
CZ13W,Interruptor Automático EBS3B-63 C 1 Polo + N 10 kA 20 A Blanco,Lexo,31.668,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/202462-300-300?v=638246832305000000&width=300&height=300&aspect=true
N1ZRZ,Placa Armada Interruptor 9/24 Simple 16 A Magic Aluminio,Bticino,35.0597,Puertas y Ventanas,https://construmartcl.vtexassets.com/arquivos/ids/203523-300-300?v=638261428528430000&width=300&height=300&aspect=true
7OU1J,Tubo PVC Conduit Categoría IV Cementar 16 mm 6 m,Hoffens,25.6243,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/201580-300-300?v=638246228750430000&width=300&height=300&aspect=true
QPT2L,Tubo PVC Conduit Categoría II Cementar 50 mm 3 m,Hoffens,43.6891,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/201587-300-300?v=638246228937970000&width=300&height=300&aspect=true
JHN03,Tapa Terminal Para Canaleta 20 x 10 mm 2 un,Lexo,27.5808,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/203205-300-300?v=638258112725670000&width=300&height=300&aspect=true
YRX9A,Interruptor Automático EBS3B-63 C 1 Polo 10 kA 16 A Blanco,Lexo,34.827,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/202456-300-300?v=638246832101570000&width=300&height=300&aspect=true
M44JN,Placa Armada Interruptor 9/12 Simple 16 A Magic Aluminio,Bticino,47.1159,Puertas y Ventanas,https://construmartcl.vtexassets.com/arquivos/ids/203527-300-300?v=638261428573870000&width=300&height=300&aspect=true
UWE4N,Caja De Distribución Embutida 99 x 60 x 40 mm Con Inserto Naranjo,Schneider Electric,20.0746,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/201544-300-300?v=638246228081100000&width=300&height=300&aspect=true
R39X1,Acople Para Cable Coaxial,Macrotel,60.45,Electricidad,https://construmartcl.vtexassets.com/arquivos/ids/203169-300-300?v=638258112254630000&width=300&height=300&aspect=true
5H1JO,Enchufe Industrial Hembra Sobrepuesta IP44 3 P + N + T 32 A 380 V Rojo,Kersting,40.001,Electricidad,https://construmartcl.vtexassets.com/arquivos/ids/202449-300-300?v=638246831860100000&width=300&height=300&aspect=true
ZVI4T,Cinta Pasacable Alma Acero Profesional 15 m,Kalop,14.482,Electricidad,https://construmartcl.vtexassets.com/arquivos/ids/202484-300-300?v=638246866853130000&width=300&height=300&aspect=true
CU8C9,Cinta Pasacable Alma Acero Profesional 10 m,Kalop,46.735,Electricidad,https://construmartcl.vtexassets.com/arquivos/ids/202485-300-300?v=638246868055030000&width=300&height=300&aspect=true
2Y4J5,Interruptor Automático EBS6BN C 1 Polo + N 6 kA 40 A Blanco,Lexo,50.4192,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/202422-300-300?v=638246830970170000&width=300&height=300&aspect=true
4V2DL,Caja Chuqui PVC Canaleta Y Tubo Blanco,Mec,54.8808,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/201531-300-300?v=638246227898300000&width=300&height=300&aspect=true
ROS3I,Grampa Cable Coaxial RG6 6 mm 25 un Blanco,Mec,27.365,Electricidad,https://construmartcl.vtexassets.com/arquivos/ids/202026-300-300?v=638246805080400000&width=300&height=300&aspect=true
MBWPB,Placa Armada Enchufe Doble 10 A Génesis Dorado,Schneider Electric,8.0496,Electricidad,https://construmartcl.vtexassets.com/arquivos/ids/202305-300-300?v=638246828505800000&width=300&height=300&aspect=true
4RUAT,Placa Armada Enchufe Simple 10 A Lúzica Blanco,Bticino,41.5675,Electricidad,https://construmartcl.vtexassets.com/arquivos/ids/202353-300-300?v=638246829554200000&width=300&height=300&aspect=true
ZWLF1,Luz Piloto Led 22 mm 230 V Rojo,Kersting,40.5587,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/202475-300-300?v=638246832844230000&width=300&height=300&aspect=true
7GL1L,Placa Armada Enchufe Doble 10 A Blanco,Bticino,25.6594,Electricidad,https://construmartcl.vtexassets.com/arquivos/ids/202309-300-300?v=638246828582770000&width=300&height=300&aspect=true
GN7JN,Interruptor Automático EBS3B-63 C 1 Polo + N 10 kA 25 A Blanco,Lexo,32.8978,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/202463-300-300?v=638246832340200000&width=300&height=300&aspect=true
T7LVS,Timbre Inalámbrico Con Sensor CT-612P 6 a 8 m,Completel,25.9584,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/201830-300-300?v=638246762312670000&width=300&height=300&aspect=true
R5R70,Derivación T Para Canaleta 20 x 10 mm 2 un,Lexo,39.4225,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/203192-300-300?v=638258112568130000&width=300&height=300&aspect=true
RFY6C,Adaptador Schuko 2 P 10/16 A Blanco,Bticino,57.9735,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/202052-300-300?v=638246823426600000&width=300&height=300&aspect=true
TPMBO,Interruptor Automático Easy9 C 1 Polo 6 kA 20 A Gris,Schneider Electric,19.786,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/202176-300-300?v=638246826218570000&width=300&height=300&aspect=true
K37YF,Placa Armada Enchufe Triple 10 A 250 V Génesis Blanco,Schneider Electric,26.1846,Electricidad,https://construmartcl.vtexassets.com/arquivos/ids/202275-300-300?v=638246827856200000&width=300&height=300&aspect=true
ISN81,Placa Armada Enchufe Triple 10 A Lien Génesis,Schneider Electric,49.8641,Electricidad,https://construmartcl.vtexassets.com/arquivos/ids/202301-300-300?v=638246828423730000&width=300&height=300&aspect=true
7KIKM,Casquete Toma Corriente Doble 10 A Blanco,Bticino,55.7856,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/202076-300-300?v=638246823890070000&width=300&height=300&aspect=true
ULBDT,Placa Armada Enchufe Simple 10 A Nóbile Perla,Bticino,53.8876,Electricidad,https://construmartcl.vtexassets.com/arquivos/ids/202336-300-300?v=638246829240600000&width=300&height=300&aspect=true
V18XQ,Gabinete Metálico 1 Puerta 300 x 300 x 200 mm Con Chasis,Kersting,20.0239,Puertas y Ventanas,https://construmartcl.vtexassets.com/arquivos/ids/201617-300-300?v=638246229653970000&width=300&height=300&aspect=true
2KDR5,Enchufe Industrial Macho Volante IP67 3P + N +T 32 A 380 V Gris Y Rojo,Kersting,62.1842,Electricidad,https://construmartcl.vtexassets.com/arquivos/ids/202451-300-300?v=638246831928300000&width=300&height=300&aspect=true
SU08K,Copla PVC Conduit Cementar 20 mm,Hoffens,58.0112,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/202641-300-300?v=638252118304100000&width=300&height=300&aspect=true
TI32W,Barra Repartidora 4 Polos 15 Módulos 125 A,Kersting,63.8703,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/202478-300-300?v=638246833019900000&width=300&height=300&aspect=true
XXAPW,Casquete Interruptor 9/12 1 Módulo Blanco,Schneider Electric,57.9982,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/202074-300-300?v=638246823851900000&width=300&height=300&aspect=true
TI6KU,Adaptador Schuko 10 A + 2 P 16 A Con Protección Blanco,Bticino,19.7977,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/202389-300-300?v=638246830119570000&width=300&height=300&aspect=true
UCX6P,Interruptor Automático C 1 Polo 6 kA 10 A Blanco,Bticino,8.3447,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/202155-300-300?v=638246825751570000&width=300&height=300&aspect=true
KNIXS,Pulsador 1NC 22 mm Rojo,Kersting,8.8972,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/202477-300-300?v=638246832911470000&width=300&height=300&aspect=true
CBDFZ,Portalámpara Resina Con Bornes E27 Blanco,Schneider Electric,24.1176,Electricidad,https://construmartcl.vtexassets.com/arquivos/ids/202285-300-300?v=638246827999570000&width=300&height=300&aspect=true
IPV8I,Fusible 10 x 38 mm 2 A Plateado,Kersting,12.8739,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/202453-300-300?v=638246831997100000&width=300&height=300&aspect=true
2NQYJ,Interruptor Automático C 1 Polo 6 kA 32 A Blanco,Bticino,60.0561,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/202159-300-300?v=638246825886300000&width=300&height=300&aspect=true
XQX01,Interruptor Automático EBS3B-63 C 1 Polo + N 10 kA 16 A Blanco,Lexo,10.9317,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/202454-300-300?v=638246832030400000&width=300&height=300&aspect=true
ERCKJ,Interruptor Automático Easy9 C 1 Polo 6 kA 25 A Gris,Schneider Electric,48.8618,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/202178-300-300?v=638246826256170000&width=300&height=300&aspect=true
RZCIT,Caja De Distribución Embutida 165 x 115 x 70 mm Multiuso Con Tapa Gris,Schneider Electric,51.8388,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/201562-300-300?v=638246228308970000&width=300&height=300&aspect=true
24GLW,Casquete Toma Corriente Triple 10 A Blanco,Schneider Electric,37.9366,Materiales de Construcción,https://construmartcl.vtexassets.com/arquivos/ids/202079-300-300?v=638246824054430000&width=300&height=300&aspect=true
